Meta:worker_code,about_how_many_kilometers_miles_did_you_drive_in_the_last_12_months,at_which_age_did_you_obtain_your_first_license_for_driving_a_car_or_motorcycle,have_you_read_and_understood_the_above_instructions,how_many_accidents_were_you_involved_in_when_driving_a_car_in_the_last_3_years_please_include_all_accidents_regardless_of_how_they_were_caused_how_slight_they_were_or_where_they_happened,how_often_do_you_do_the_following_becoming_angered_by_a_particular_type_of_driver_and_indicate_your_hostility_by_whatever_means_you_can,how_often_do_you_do_the_following_disregarding_the_speed_limit_on_a_motorway,how_often_do_you_do_the_following_disregarding_the_speed_limit_on_a_residential_road,how_often_do_you_do_the_following_driving_so_close_to_the_car_in_front_that_it_would_be_difficult_to_stop_in_an_emergency,how_often_do_you_do_the_following_racing_away_from_traffic_lights_with_the_intention_of_beating_the_driver_next_to_you,how_often_do_you_do_the_following_sounding_your_horn_to_indicate_your_annoyance_with_another_road_user,how_often_do_you_do_the_following_using_a_mobile_phone_without_a_hands_free_kit,if_you_answered_other_in_the_previous_question_please_describe_the_place_where_you_are_located_now_below,if_you_answered_other_in_the_previous_question_please_describe_your_input_device_below,in_which_type_of_place_are_you_located_now,in_which_year_do_you_think_that_most_cars_will_be_able_to_drive_fully_automatically_in_your_country_of_residence,on_average_how_often_did_you_drive_a_vehicle_in_the_last_12_months,please_provide_any_suggestions_that_could_help_engineers_to_build_safe_and_enjoyable_automated_cars,what_is_your_age,what_is_your_gender,what_is_your_primary_mode_of_transportation,which_input_device_are_you_using_now,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209
U71606315879984DF15339B,i_prefer_not_to_respond,,yes,3,0_times_per_month,1_to_3_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,,,indoor_brightlight,2050,less_than_once_a_month,better brakes for more safety,23,male,i_prefer_not_to_respond,desktop_keyboard,0.0,0.0,70.0,0.0,0.0,81.0,72.0,,,,,,41.0,,,60.0,,82.0,,,0.0,,40.0,,60.0,50.0,80.0,60.0,41.0,0.0,,,40.0,,20.0,,,,,,,72.0,20.0,,8.0,,60.0,,,80.0,,,,19.0,0.0,,,,,,0.0,,,,29.0,52.0,,7.0,69.0,71.0,68.0,,0.0,42.0,40.0,,0.0,9.0,,,,,67.0,,3.0,70.0,5.0,,90.0,,,,89.0,7.0,,69.0,,81.0,,10.0,19.0,,70.0,,40.0,60.0,,,,92.0,81.0,80.0,,,,,,,,0.0,,60.0,,,0.0,,,,6.0,,70.0,0.0,,,,91.0,0.0,,,,0.0,,50.0,,40.0,0.0,81.0,,19.0,,28.0,,,81.0,,,5.0,,6.0,80.0,60.0,,,0.0,80.0,,,,,50.0,,,,,93.0,60.0,23.0,,,0.0,,,0.0,81.0,0.0,,,0.0,61.0,,60.0,,60.0,71.0,,,,,7.0,,20.0,71.0,,71.0,20.0,19.0,,60.0,69.0,40.0
U71606315768410DF1959B,35001__50000_km_21749__31069_mi,18.0,yes,0,1_to_3_times_per_month,1_to_3_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,4_to_6_times_per_month,0_times_per_month,,,indoor_dimlight,2100,4_to_6_days_a_week,Smaller vehicles with less speed,22,male,private_vehicle,desktop_keyboard,81.0,28.0,,,13.0,8.0,31.0,32.0,,,31.0,10.0,,,,48.0,28.0,39.0,,12.0,100.0,,30.0,,27.0,,,,,0.0,,,,,,30.0,56.0,10.0,,,51.0,12.0,,0.0,29.0,20.0,,31.0,20.0,,,60.0,,,39.0,,,30.0,59.0,30.0,,,,31.0,,11.0,,13.0,,30.0,12.0,89.0,31.0,13.0,,,,30.0,,,39.0,,12.0,,,,58.0,,29.0,,,,70.0,13.0,44.0,,47.0,,31.0,,,40.0,,,,,,19.0,,,60.0,31.0,40.0,,,,,,,,,38.0,,19.0,29.0,31.0,,,75.0,,,,,,11.0,,,,,20.0,0.0,20.0,92.0,12.0,31.0,11.0,,,31.0,,,30.0,,,,,,30.0,30.0,,40.0,19.0,80.0,,,61.0,,,,,,11.0,,19.0,,,,31.0,0.0,,31.0,,,19.0,39.0,,19.0,,12.0,81.0,30.0,29.0,,55.0,80.0,19.0,31.0,,,,,,80.0,,,,59.0,13.0,,
U71606319276304DF94379B,25001__35000_km_15535__21748_mi,18.0,yes,1,1_to_3_times_per_month,1_to_3_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,1_to_3_times_per_month,0_times_per_month,,,indoor_dimlight,2023,1_to_3_days_a_week,,23,female,public_transportation,laptop_keyboard,81.0,34.0,27.0,56.0,45.0,22.0,,,,,,88.0,69.0,,,31.0,31.0,82.0,41.0,87.0,78.0,61.0,,33.0,14.0,,,65.0,33.0,18.0,31.0,68.0,,68.0,,41.0,,,,84.0,,,26.0,19.0,,60.0,16.0,42.0,29.0,,,,,60.0,35.0,,,35.0,70.0,33.0,,,,,63.0,,,,37.0,59.0,,,,,30.0,39.0,,,21.0,45.0,,34.0,,,,,78.0,,73.0,53.0,,,38.0,34.0,,58.0,64.0,,,,,,44.0,17.0,,81.0,30.0,46.0,80.0,57.0,63.0,,70.0,,,,,,,12.0,26.0,56.0,,,34.0,,30.0,61.0,40.0,15.0,,85.0,31.0,,,,26.0,39.0,,,34.0,31.0,38.0,,,,,,,,,,81.0,60.0,65.0,28.0,,,,,26.0,,51.0,,,,,,60.0,,42.0,,,,61.0,,,44.0,,65.0,,,26.0,21.0,,28.0,39.0,,19.0,,35.0,,,54.0,82.0,65.0,,58.0,,65.0,,41.0,,,,,,,61.0,30.0
U71606320220051DF81229B,0_km__mi,,yes,0,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,,,indoor_dark,2060,1_to_3_days_a_week,,29,male,private_vehicle,laptop_keyboard,,,59.0,55.0,60.0,60.0,,,60.0,54.0,,56.0,55.0,,,54.0,,57.0,,59.0,58.0,54.0,,61.0,57.0,,60.0,,,,57.0,,,,,,,56.0,,59.0,59.0,60.0,,56.0,,64.0,56.0,59.0,60.0,,,,64.0,59.0,66.0,,,,,46.0,56.0,59.0,,,44.0,55.0,,,,,60.0,61.0,57.0,54.0,60.0,,60.0,56.0,60.0,55.0,39.0,,,56.0,56.0,,,,,59.0,60.0,56.0,,59.0,,56.0,,58.0,,,,,,,,,61.0,,60.0,60.0,57.0,59.0,56.0,,55.0,,,,,,,,56.0,,53.0,60.0,58.0,,,58.0,61.0,,,,56.0,58.0,,54.0,61.0,,,,57.0,60.0,56.0,,60.0,,,65.0,56.0,44.0,57.0,,60.0,,,,58.0,,,64.0,59.0,,,59.0,,,,60.0,,,,,,,,,54.0,,,,,,,60.0,59.0,,,57.0,56.0,62.0,55.0,59.0,,,56.0,60.0,60.0,60.0,,,60.0,57.0,,60.0,56.0,,56.0,
U71606321805961DF1479B,1001__5000_km_622__3107_mi,20.0,yes,0,1_to_3_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,1_to_3_times_per_month,0_times_per_month,,,indoor_dimlight,3000,every_day,,32,male,private_vehicle,desktop_keyboard,,,0.0,,,,0.0,,,0.0,,0.0,,,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,19.0,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,,,,,60.0,,,,,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,,,,0.0,,0.0,,,,0.0,0.0,1.0,,0.0,,,,0.0,,0.0,,60.0,0.0,,,,60.0,,,100.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,100.0,,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,18.0,0.0,19.0,,,0.0,0.0,,,,,0.0,19.0,,,0.0,0.0,60.0,,,,,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,60.0,0.0,0.0,0.0,,60.0,,,0.0,0.0,,19.0,,,0.0,19.0,
U71606320298229DF98209B,5001__15000_km_3108__9321_mi,,yes,0,0_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,,,indoor_brightlight,2030,every_day,,62,male,private_vehicle,laptop_keyboard,57.0,48.0,52.0,,52.0,,55.0,,,40.0,45.0,62.0,52.0,,,,,57.0,44.0,68.0,52.0,,56.0,54.0,,,,,57.0,41.0,,,60.0,,61.0,,,,51.0,,65.0,,52.0,,55.0,51.0,,,44.0,53.0,,54.0,56.0,57.0,,,,43.0,56.0,52.0,47.0,,63.0,,,,,,53.0,,36.0,52.0,,,60.0,57.0,41.0,,,57.0,,,56.0,42.0,,,56.0,47.0,65.0,53.0,,,,52.0,,52.0,75.0,,55.0,53.0,,61.0,,,47.0,,,64.0,,,53.0,52.0,,,52.0,,,55.0,,,52.0,,,,52.0,54.0,,,,43.0,54.0,54.0,,,53.0,,,46.0,,51.0,,,52.0,57.0,,41.0,,55.0,62.0,,48.0,,,56.0,,47.0,52.0,36.0,,,39.0,,53.0,,,55.0,,,65.0,,,27.0,,57.0,51.0,43.0,54.0,52.0,40.0,48.0,,,,,46.0,,,,,51.0,,61.0,64.0,,62.0,,58.0,,55.0,,52.0,,,,,52.0,,,,45.0
U71606320776880DF83819B,1__1000_km_1__621_mi,23.0,yes,1,0_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,0_times_per_month,4_to_6_times_per_month,1_to_3_times_per_month,,,indoor_dimlight,2035,1_to_3_days_a_week,,33,male,private_vehicle,desktop_keyboard,70.0,,59.0,80.0,69.0,28.0,70.0,68.0,40.0,,,59.0,59.0,38.0,71.0,36.0,,,61.0,,71.0,,,41.0,60.0,29.0,70.0,60.0,,,,,29.0,,61.0,,,,,73.0,41.0,65.0,,,40.0,,40.0,,,60.0,,,,,57.0,61.0,,26.0,61.0,,,,,,60.0,64.0,,,61.0,69.0,,,,,,,,60.0,70.0,66.0,68.0,71.0,,70.0,,25.0,85.0,39.0,,,68.0,,,59.0,68.0,,,,,,,39.0,59.0,,,69.0,,33.0,,,,,,,41.0,,40.0,,,,39.0,30.0,,,,,30.0,,81.0,,60.0,,,,,,,41.0,,72.0,,,64.0,,76.0,20.0,70.0,,70.0,,40.0,,80.0,,71.0,,,,,31.0,31.0,,,59.0,40.0,,,60.0,66.0,80.0,,,,,85.0,27.0,,,31.0,71.0,,,60.0,29.0,,,,,71.0,,,,,,73.0,73.0,60.0,,60.0,,,,78.0,60.0,,,70.0,,,
U71606320788355DF57559B,1__1000_km_1__621_mi,22.0,yes,0,0_times_per_month,1_to_3_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,1_to_3_times_per_month,,,indoor_brightlight,2035,1_to_3_days_a_week,"limit   speed, maximun top 55mph/100kph",41,male,private_vehicle,laptop_keyboard,,89.0,,,70.0,,,49.0,,41.0,60.0,,63.0,,,,66.0,39.0,69.0,,,18.0,,,,40.0,,72.0,,82.0,,,69.0,60.0,,68.0,,,71.0,68.0,,,68.0,38.0,,30.0,40.0,,,,,,,,,72.0,,87.0,39.0,76.0,28.0,39.0,,,,,,,,50.0,62.0,,,,81.0,,,60.0,,,43.0,,61.0,72.0,,56.0,,69.0,34.0,,,,,74.0,,,28.0,50.0,70.0,,,,76.0,51.0,67.0,63.0,63.0,81.0,,64.0,,61.0,38.0,61.0,72.0,,,,,,,,35.0,70.0,81.0,,82.0,,34.0,,,,,,,39.0,75.0,,37.0,67.0,35.0,70.0,,,,62.0,,60.0,,,,,,30.0,,,,,84.0,38.0,67.0,,,,40.0,,19.0,,,,36.0,32.0,40.0,,40.0,60.0,67.0,,40.0,34.0,,66.0,86.0,,,75.0,67.0,,42.0,61.0,61.0,74.0,,38.0,,50.0,,63.0,,39.0,,,52.0,73.0,,82.0,74.0,,,
U71606321943225DF33339B,i_prefer_not_to_respond,,no,i_prefer_not_to_respond,i_prefer_not_to_respond,i_prefer_not_to_respond,i_prefer_not_to_respond,i_prefer_not_to_respond,i_prefer_not_to_respond,i_prefer_not_to_respond,i_prefer_not_to_respond,ChIJYVZUqy6Aa4cRwvyvxWf7vzE,,i_prefer_not_to_respond,yes,i_prefer_not_to_respond,,30,i_prefer_not_to_respond,i_prefer_not_to_respond,i_prefer_not_to_respond,50.0,,,50.0,,,60.0,50.0,,50.0,,,,52.0,,52.0,50.0,,50.0,,50.0,,50.0,,,,50.0,,50.0,,50.0,,,52.0,50.0,,50.0,,,50.0,,,,52.0,50.0,,52.0,,50.0,62.0,,,,59.0,,50.0,50.0,,61.0,,61.0,,52.0,52.0,50.0,60.0,,52.0,50.0,,,,60.0,,60.0,,,,,,52.0,52.0,,,50.0,,,50.0,,52.0,61.0,50.0,,,50.0,50.0,50.0,50.0,,52.0,,52.0,,,50.0,,,50.0,,,52.0,60.0,52.0,50.0,,,,,50.0,,,,,,52.0,,,60.0,52.0,,,,60.0,52.0,60.0,,52.0,50.0,52.0,,,,,,,50.0,50.0,,60.0,50.0,,,50.0,50.0,,50.0,,,,52.0,50.0,,,52.0,52.0,,,50.0,50.0,50.0,,,52.0,60.0,50.0,,,60.0,50.0,,50.0,52.0,60.0,52.0,,52.0,,,,,61.0,,50.0,50.0,61.0,,52.0,,,,,50.0,,50.0,50.0,,52.0,50.0,50.0,
U71606322437581DF14729B,5001__15000_km_3108__9321_mi,27.0,yes,0,0_times_per_month,1_to_3_times_per_month,0_times_per_month,1_to_3_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,,,indoor_brightlight,2030,4_to_6_days_a_week,,41,male,private_vehicle,desktop_keyboard,62.0,,,59.0,,,,,,23.0,28.0,,,38.0,,40.0,,62.0,43.0,43.0,,,,,,25.0,,40.0,,19.0,,,23.0,19.0,,57.0,,47.0,,56.0,,,,17.0,42.0,,19.0,29.0,,,,,39.0,,,47.0,,,45.0,,,,,,36.0,,,54.0,,,,,55.0,,47.0,,,37.0,19.0,,52.0,17.0,21.0,,75.0,,,,,27.0,,58.0,59.0,41.0,34.0,,67.0,,,,,32.0,55.0,11.0,46.0,,15.0,,,,,55.0,65.0,28.0,45.0,23.0,44.0,31.0,44.0,,,,,,62.0,,,,36.0,17.0,55.0,,42.0,72.0,18.0,,,38.0,,,47.0,55.0,56.0,,27.0,,47.0,54.0,56.0,37.0,,46.0,64.0,,,28.0,,31.0,,,19.0,23.0,,,,,39.0,33.0,,,,,58.0,36.0,42.0,36.0,40.0,44.0,18.0,55.0,34.0,,43.0,,31.0,37.0,31.0,19.0,19.0,,57.0,,,,,31.0,,,46.0,39.0,,55.0,,40.0,,,,55.0,,55.0
U71606323955419DF11309B,15001__20000_km_9322__12427_mi,18.0,yes,0,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,,,indoor_brightlight,2040,every_day,,19,male,private_vehicle,laptop_keyboard,6.0,,,62.0,19.0,0.0,0.0,,,,0.0,,0.0,,,,20.0,30.0,0.0,14.0,0.0,,,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,5.0,,,,,0.0,,,6.0,0.0,0.0,0.0,5.0,,,,0.0,,,,,,18.0,,3.0,0.0,,19.0,0.0,,0.0,0.0,,,0.0,20.0,6.0,,,,0.0,,,0.0,,,0.0,18.0,,,,,,,0.0,0.0,20.0,,,0.0,0.0,0.0,,,,0.0,20.0,0.0,0.0,20.0,3.0,1.0,0.0,,,0.0,0.0,0.0,,,,,,,,0.0,,10.0,0.0,0.0,0.0,39.0,,4.0,,0.0,,0.0,,0.0,,,0.0,6.0,0.0,,,,,60.0,,,,,19.0,,0.0,,,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,,,8.0,,,,,0.0,0.0,0.0,,19.0,,0.0,,,,0.0,0.0,,,,0.0,,0.0,,,,40.0,0.0,0.0,,0.0,,40.0,,0.0,,0.0,,
U71606322996512DF36739B,20001__25000_km_12428__15534_mi,18.0,yes,0,1_to_3_times_per_month,1_to_3_times_per_month,4_to_6_times_per_month,0_times_per_month,0_times_per_month,1_to_3_times_per_month,0_times_per_month,,,indoor_dimlight,2200,every_day,,41,male,private_vehicle,laptop_keyboard,,,2.0,20.0,0.0,3.0,1.0,,2.0,,1.0,,3.0,,,0.0,8.0,19.0,,,20.0,,,,1.0,,,1.0,2.0,,3.0,4.0,,2.0,,,4.0,2.0,,,,,,,,1.0,,,3.0,,,0.0,,8.0,,3.0,,,,,0.0,0.0,40.0,,,6.0,,,0.0,,0.0,,,,3.0,3.0,,10.0,3.0,,13.0,0.0,2.0,,,,4.0,,18.0,,,,10.0,3.0,17.0,4.0,39.0,24.0,0.0,5.0,4.0,0.0,2.0,,,,1.0,,23.0,,10.0,0.0,39.0,4.0,,4.0,2.0,,,5.0,,,1.0,21.0,,,,,,0.0,1.0,20.0,0.0,,0.0,4.0,,,,,5.0,0.0,6.0,1.0,,,,4.0,,,13.0,,,,,,,,2.0,0.0,1.0,,,6.0,,2.0,18.0,1.0,6.0,,,5.0,,,,2.0,,2.0,,,4.0,0.0,3.0,0.0,,7.0,1.0,,1.0,,,,2.0,,,,0.0,19.0,,3.0,8.0,2.0,,,,22.0,,,,5.0
U71606323539770DF6959B,20001__25000_km_12428__15534_mi,,yes,0,1_to_3_times_per_month,1_to_3_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,1_to_3_times_per_month,0_times_per_month,,,indoor_brightlight,2032,every_day,,30,male,private_vehicle,laptop_keyboard,,14.0,12.0,,14.0,,13.0,14.0,14.0,14.0,,13.0,14.0,,,19.0,,,,16.0,,12.0,,15.0,,,,19.0,,,,11.0,,,,,14.0,20.0,,,14.0,,,,,7.0,,20.0,,,14.0,,,,16.0,,13.0,13.0,14.0,10.0,,,13.0,14.0,,,,14.0,15.0,11.0,13.0,14.0,12.0,19.0,15.0,13.0,,13.0,,15.0,,,,15.0,15.0,8.0,,,15.0,,12.0,,15.0,15.0,13.0,,19.0,,13.0,13.0,,,,12.0,15.0,,,,,,,14.0,,,,,,19.0,,,14.0,29.0,14.0,19.0,,18.0,,,,,,20.0,,,,12.0,,14.0,,,14.0,14.0,14.0,,,7.0,,15.0,15.0,,,,11.0,18.0,,,,,,14.0,,13.0,14.0,15.0,,14.0,,,19.0,31.0,14.0,15.0,,,15.0,15.0,15.0,,20.0,13.0,,,,15.0,,,,,20.0,14.0,,15.0,15.0,,11.0,14.0,15.0,,13.0,,13.0,16.0,14.0,13.0,14.0,,,,10.0,16.0
U71606323685264DF59049B,5001__15000_km_3108__9321_mi,28.0,yes,0,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,1_to_3_times_per_month,0_times_per_month,,,indoor_dimlight,2035,less_than_once_a_month,,35,female,public_transportation,desktop_keyboard,0.0,0.0,,,1.0,,,0.0,2.0,0.0,,3.0,,,,,,,,0.0,,,,0.0,0.0,,0.0,,0.0,,0.0,,,,0.0,,,,,0.0,0.0,,1.0,0.0,,,,,0.0,0.0,0.0,,,1.0,2.0,0.0,0.0,0.0,0.0,,,,2.0,,,,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,,0.0,,,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,4.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,0.0,,,,0.0,,,10.0,1.0,0.0,2.0,1.0,,0.0,,0.0,,,,0.0,,,0.0,0.0,,,,,,0.0,,,,0.0,,,,,,0.0,0.0,,2.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,0.0,0.0,,0.0,,1.0,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
U71606323490738DF76689B,0_km__mi,25.0,yes,0,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,,,indoor_dimlight,2050,never,replace gasoline with an ecological fuel,30,female,public_transportation,desktop_keyboard,,19.0,0.0,,,19.0,100.0,,42.0,19.0,40.0,,,,21.0,21.0,,20.0,,,20.0,20.0,21.0,0.0,19.0,20.0,100.0,,,,,98.0,,38.0,,,100.0,100.0,0.0,,,19.0,,,,21.0,,,,,,,,20.0,20.0,0.0,,,,20.0,,,,,41.0,39.0,100.0,,,,,,19.0,18.0,0.0,,20.0,,,18.0,,,20.0,,20.0,,21.0,19.0,100.0,,,,,,,20.0,100.0,41.0,0.0,0.0,0.0,,,,,,,19.0,20.0,21.0,,96.0,100.0,,,20.0,,100.0,,18.0,20.0,40.0,100.0,,,,0.0,100.0,,20.0,40.0,20.0,,100.0,,19.0,22.0,19.0,,,,22.0,19.0,,0.0,20.0,21.0,,,39.0,0.0,,80.0,,,20.0,18.0,0.0,,,,,,,,40.0,100.0,,21.0,,,,20.0,20.0,,19.0,,,,21.0,19.0,,,23.0,19.0,,21.0,20.0,,,,,,,100.0,40.0,,19.0,19.0,40.0,0.0,,100.0,1.0,,,,,100.0,20.0
U71606325602735DF72289B,1__1000_km_1__621_mi,,yes,0,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,,,indoor_dimlight,2025,less_than_once_a_month,que sean electricos,32,female,public_transportation,desktop_keyboard,78.0,,,92.0,,,,,,94.0,,,90.0,89.0,96.0,,,95.0,95.0,92.0,74.0,91.0,81.0,,76.0,87.0,92.0,,,,95.0,,88.0,90.0,,93.0,,75.0,88.0,74.0,80.0,89.0,91.0,88.0,90.0,93.0,,,99.0,92.0,,,,,86.0,89.0,93.0,,,,,,88.0,,,,91.0,75.0,93.0,,83.0,,,,,94.0,,79.0,,95.0,77.0,,,,94.0,,92.0,,91.0,94.0,98.0,89.0,,,90.0,,89.0,,93.0,96.0,33.0,93.0,86.0,,88.0,,89.0,,,95.0,96.0,96.0,,,,,,,,,,91.0,95.0,,,,,93.0,,,,86.0,92.0,,91.0,83.0,97.0,,90.0,,91.0,,,98.0,,85.0,,,73.0,,90.0,,,,93.0,,32.0,,94.0,,86.0,,,,,,76.0,,78.0,,97.0,,,94.0,93.0,,95.0,92.0,,96.0,92.0,,83.0,92.0,,,89.0,94.0,,92.0,,,87.0,87.0,,,94.0,,92.0,,90.0,77.0,92.0,94.0,,,,,,
U71606328013138DF90589B,0_km__mi,,yes,0,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,10_or_more_times_per_month,0_times_per_month,0_times_per_month,,,outdoor_brightlight,2040,i_prefer_not_to_respond,USAR NUEVAS METODOLOGÍAS. DE CONVENCION SIN LIMITES,22,female,public_transportation,desktop_keyboard,,53.0,,55.0,,54.0,63.0,52.0,59.0,4.0,,28.0,,,57.0,,33.0,32.0,18.0,63.0,,,,,,,,,,,32.0,,,62.0,34.0,,,,,69.0,,,36.0,,64.0,,,37.0,,,56.0,,,,,43.0,68.0,,,,62.0,,,,,,25.0,,,,,35.0,35.0,,,,10.0,40.0,,,,,,33.0,,65.0,16.0,,,,41.0,,26.0,,,55.0,35.0,25.0,22.0,,,,,,,,1.0,37.0,,,,44.0,,78.0,,,,,,,59.0,39.0,,,56.0,,32.0,56.0,,,10.0,,,,3.0,,,,,,64.0,68.0,,,66.0,14.0,,,,43.0,11.0,,,,17.0,,34.0,,,,,,44.0,,,,,,,8.0,4.0,,13.0,31.0,,,,28.0,,,58.0,,43.0,25.0,33.0,,,29.0,,66.0,27.0,,,,,,,,,34.0,,67.0,,,,70.0,,,60.0,
U71606325914050DF36649B,0_km__mi,,yes,0,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,,,indoor_brightlight,2030,never,,25,male,public_transportation,laptop_keyboard,58.0,,,61.0,,,35.0,,,,,,,,11.0,,68.0,,42.0,67.0,57.0,,26.0,60.0,58.0,20.0,,,,,37.0,40.0,32.0,,40.0,25.0,,40.0,,61.0,69.0,,,,,,41.0,,,,30.0,20.0,30.0,36.0,69.0,28.0,38.0,37.0,,,30.0,17.0,79.0,,,60.0,,60.0,22.0,31.0,,,,,61.0,32.0,32.0,24.0,39.0,29.0,,,,,,28.0,,39.0,,,,19.0,,,32.0,,,,,,19.0,,20.0,28.0,32.0,67.0,30.0,34.0,,,21.0,,,,,39.0,,23.0,30.0,,,39.0,,,66.0,58.0,60.0,,39.0,19.0,,,,,,27.0,,,39.0,31.0,39.0,61.0,,,30.0,,,29.0,,,,,,36.0,,,31.0,39.0,,32.0,32.0,27.0,,18.0,81.0,,31.0,,,,20.0,39.0,,,,,40.0,,24.0,,,48.0,28.0,29.0,,37.0,33.0,,41.0,,,40.0,35.0,,47.0,,,41.0,38.0,,,34.0,27.0,,25.0,,34.0,31.0,34.0,
U71606325608132DF3689B,1001__5000_km_622__3107_mi,22.0,yes,0,0_times_per_month,1_to_3_times_per_month,0_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,4_to_6_times_per_month,1_to_3_times_per_month,,,i_prefer_not_to_respond,2050,1_to_3_days_a_week,none,33,female,public_transportation,laptop_keyboard,,,,,39.0,,19.0,41.0,,,32.0,,40.0,,19.0,78.0,54.0,79.0,27.0,,,29.0,,71.0,57.0,,,39.0,61.0,3.0,16.0,80.0,,,,,,,,68.0,,,19.0,6.0,,37.0,,5.0,24.0,60.0,,60.0,63.0,54.0,,34.0,,,,33.0,41.0,60.0,,,,,,,41.0,,20.0,,20.0,35.0,,,,,98.0,26.0,,,,,53.0,,71.0,,93.0,,,,,55.0,59.0,,,,35.0,70.0,40.0,74.0,88.0,,,100.0,,,94.0,40.0,27.0,72.0,,19.0,,,,19.0,0.0,79.0,28.0,,0.0,,59.0,,63.0,54.0,83.0,4.0,0.0,,,,,42.0,,27.0,,10.0,39.0,,63.0,,,,,43.0,39.0,6.0,,44.0,62.0,76.0,,17.0,,,9.0,14.0,19.0,,,,,,,,,,44.0,,,39.0,,,43.0,39.0,6.0,,38.0,7.0,62.0,,,0.0,,,36.0,,,19.0,,45.0,92.0,67.0,,,,,15.0,56.0,,24.0,42.0,,45.0,0.0,,
